#      Train        Test
      1.4098      1.96195 
     1.30864      2.21847 
     1.22426      1.95728 
     1.41193      2.69066 
     1.53443      1.79821 
      1.3741      2.61443 
     1.52496      2.25445 
      1.5028      2.09794 
     1.49799      1.67531 
     1.44463      2.61756 
      1.4391      3.25634 
     1.46571      2.69275 
     1.41224      2.83262 
     1.56043      2.13833 
     1.52492      2.26478 
     1.39627      1.86441 
     1.39486      2.64959 
     1.60323      2.70649 
     1.52097      2.07319 
     1.50437      2.21068 
     1.60462      2.77124 
     1.57024      2.22369 
     1.44913       1.7145 
     1.47585      3.32225 
      1.4357      2.09514 
     1.58488      3.11124 
     1.59282      2.29968 
     1.52994      1.99388 
     1.47223      2.11055 
     1.45877      2.85098 
     1.45873      2.01098 
     1.45138      1.96652 
      1.4719      2.72633 
     1.42527      2.47737 
     1.51634       1.7797 
     1.43007      2.16799 
     1.53704      1.90898 
     1.42803      1.96585 
     1.43957      1.83673 
     1.48191      2.16627 
      1.4162      1.87861 
     1.36591      2.75105 
     1.42492      2.27432 
     1.55509      1.69851 
     1.30247      1.85772 
     1.33789      2.48711 
     1.38268      2.07272 
     1.41544      2.14813 
     1.34788      1.93532 
     1.34329      2.21494 
     1.33753      1.80709 
     1.42743      2.76505 
     1.36612      2.19316 
     1.42789       2.1633 
     1.40159       2.4075 
     1.38842      3.47328 
     1.32473      2.08277 
     1.42595      2.39343 
     1.24386      2.14583 
     1.28456      2.56515 
     1.40745      1.89708 
     1.48807      2.24665 
     1.44902      2.29383 
     1.33195      2.06367 
     1.22404      2.31454 
     1.22934      2.21108 
     1.38487      1.98623 
     1.41931       2.3721 
     1.25596      2.22576 
     1.32649      2.10066 
     1.34823      2.54122 
     1.41141      2.51117 
     1.33607      2.04174 
     1.32338      1.91543 
     1.38128        2.344 
     1.33591      2.12569 
     1.33183      2.38877 
     1.42142      2.12495 
     1.29532      2.33248 
     1.43458       2.0992 
     1.36811      2.00815 
     1.46835      2.18427 
      1.3995      1.91552 
     1.40391      2.15027 
      1.3027      2.42596 
     1.41053      2.40574 
     1.41294      1.74842 
     1.40905      2.07699 
     1.34849      2.17323 
     1.42084      1.88229 
     1.34818      2.10549 
     1.41863      2.58526 
     1.35889      2.25393 
     1.44544       2.2881 
     1.40661      2.18111 
     1.39768        2.074 
       1.406      1.96697 
      1.2808      1.76445 
      1.3262      1.69586 
     1.24021      2.41727 
     1.48758      2.59039 
     1.49131      2.20019 
     1.45604      2.07062 
     1.46047      2.15159 
     1.34548      2.21566 
      1.4236      2.11498 
     1.41904      2.08245 
     1.35112      2.31601 
     1.49519      2.45981 
     1.52606      2.71462 
     1.53092      2.39638 
     1.48529       2.4798 
     1.46456      1.98653 
      1.4874      3.65503 
