#      Train        Test
     5.41165      6.88419 
     5.33418      6.65397 
     5.36067      6.77378 
     5.35884      6.59172 
     5.39105      6.69984 
     5.28072      6.58337 
     5.27679      6.33441 
     5.25309      6.73943 
     5.36774       7.3476 
     5.34456       6.4528 
     5.37002      6.97537 
     5.35286      5.96999 
     5.25252      6.76379 
     5.27293      6.87632 
     5.32212      6.67567 
     5.33583      6.26814 
     5.33762      6.44138 
     5.32322      6.73041 
     5.24478      7.08549 
     5.38201      6.35812 
     5.21845      6.74893 
      5.3457      5.94201 
     5.38321      6.99131 
     5.25311      6.48663 
     5.28345      6.44374 
     5.23808      6.84441 
     5.21484        6.748 
     5.34407      6.32066 
     5.31294      7.10157 
     5.21311        6.607 
     5.32283       6.5209 
     5.25426      6.85428 
     5.23721      6.79399 
     5.27449      6.55291 
      5.3706      6.61498 
     5.34774      6.56334 
     5.28238      6.82757 
     5.27301      6.29594 
     5.28379       6.8367 
     5.31136      6.45664 
     5.29499      6.57215 
     5.20396      6.48049 
     5.21897      7.01959 
     5.31767      6.51835 
     5.19395      6.61607 
     5.26026       7.1403 
     5.43648      6.77291 
     5.24948      6.40819 
     5.29872      6.85899 
     5.30769      6.40148 
     5.19308      6.95852 
      5.1843      6.62135 
     5.16305      7.25972 
     5.28126      6.90752 
     5.29137      7.08316 
     5.28001      6.80247 
     5.12997      6.77086 
     5.21404      6.48374 
     5.26706      6.30238 
     5.30155      6.77159 
     5.29196      7.21272 
     5.31383      6.82273 
     5.26048      6.73048 
     5.34792      6.85491 
     5.25626      6.73374 
     5.32454      6.67544 
     5.21419      6.91761 
     5.28834      6.66892 
     5.26206       6.8003 
     5.19473      6.72402 
     5.19394      6.38668 
     5.22073      6.83061 
     5.18935      6.50859 
     5.26295      7.08597 
      5.2242      6.61575 
     5.30367      6.48363 
     5.23975      6.53088 
     5.24307      6.71253 
     5.07494       6.9749 
     5.29219      6.38831 
     5.20788      7.88051 
     5.15989      6.85385 
     5.18812      6.88045 
     5.20207      7.17419 
     5.31327      6.28442 
     5.17492      6.70206 
      5.2271      6.38322 
     5.20426      6.38664 
      5.1317      6.69571 
      5.2933      6.46518 
      5.2367      6.32894 
      5.2577      6.72579 
      5.2251      7.10343 
     5.15329      6.64669 
     5.11849      6.40481 
     5.18036      6.34179 
      5.2609      7.03155 
     5.23141      6.47675 
     5.11526      7.21031 
     5.21106      6.65802 
     5.21868      6.73338 
     5.23174      6.87972 
     5.17674      7.17257 
     5.15681      7.08398 
      5.1294      6.91157 
     5.22162      6.62797 
     5.05836      6.56697 
     5.20917       6.9128 
     5.22544      6.69671 
     5.26985      6.70465 
      5.1668      6.63192 
     5.28278      7.09574 
     5.33121      6.56874 
     5.18846      6.94543 
     5.12931      6.56329 
     5.24299      6.41322 
     5.19249      6.68309 
     5.18097       6.5607 
      5.1451      6.46886 
     5.23222       6.7642 
     5.17742      7.16925 
     5.06353      6.78175 
